Family,Genus,Species,wingspan(mm),wingspan-male(mm),wingspan-female(mm),bodyVolume(mm3),hostType,num.Host.Plant.genera,Source
Nymphalidae,Euphaedra,uganda,80,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,xypete,65,,,,,,Preston-Mafham-2007
Nymphalidae,Euphydryas,aurinia,35,,,,,,Preston-Mafham-2007
Nymphalidae,Euphydryas,chalcedona,45,,,,,,Preston-Mafham-2007
Nymphalidae,Euptera,elabontas,40,,,,,,Preston-Mafham-2007
Nymphalidae,Euptoieta,claudia,50,,,,,,Preston-Mafham-2007
Nymphalidae,Euptoieta,hegesia,50,,,,,,Preston-Mafham-2007
Nymphalidae,Euriphene,ribensis,50,,,,,,Preston-Mafham-2007
Nymphalidae,Euriphene,barombina,50,,,,,,Preston-Mafham-2007
Nymphalidae,Euryphura,chalcis,50,,,,,,Preston-Mafham-2007
Nymphalidae,Euryphura,togoensis,60,,,,,,Preston-Mafham-2007
Nymphalidae,Eurytela,dryope,50,,,,,,Preston-Mafham-2007
Nymphalidae,Eurytela,hiarbas,50,,,,,,Preston-Mafham-2007
Nymphalidae,Euxanthe,eurinome,80,,,,,,Preston-Mafham-2007
Nymphalidae,Euxanthe,tiberius,95,,,,,,Preston-Mafham-2007
Nymphalidae,Euxanthe,wakefieldi,80,,,,,,Preston-Mafham-2007
Nymphalidae,Hamadryas,amphinome,75,,,,,,Preston-Mafham-2007
Nymphalidae,Hamadryas,arinome,70,,,,,,Preston-Mafham-2007
Nymphalidae,Hamadryas,februa,70,,,,,,Preston-Mafham-2007
Nymphalidae,Hamadryas,fornax,75,,,,,,Preston-Mafham-2007
Nymphalidae,Hamadryas,glauconome,75,,,,,,Preston-Mafham-2007
Nymphalidae,Hamadryas,laodamia,70,,,,,,Preston-Mafham-2007
Nymphalidae,Hamanumida,daedalus,55,,,,,,Preston-Mafham-2007
Nymphalidae,Harma,theobene,65,,,,,,Preston-Mafham-2007
